NC_045733.1	0	50000	18960	39758	50000	0.7951600
NC_045733.1	50000	100000	51143	49938	50000	0.9987600
NC_045733.1	100000	150000	49335	49847	50000	0.9969400
NC_045733.1	150000	200000	45942	47635	50000	0.9527000
NC_045733.1	200000	250000	47321	48189	50000	0.9637800
NC_045733.1	250000	300000	46518	48430	50000	0.9686000
NC_045733.1	300000	350000	43973	45047	50000	0.9009400
NC_045733.1	350000	400000	49527	49867	50000	0.9973400
NC_045733.1	400000	450000	50150	49736	50000	0.9947200
NC_045733.1	450000	500000	49449	48951	50000	0.9790200
NC_045733.1	500000	550000	42904	47871	50000	0.9574200
NC_045733.1	550000	600000	25315	49817	50000	0.9963400
NC_045733.1	600000	650000	24784	49343	50000	0.9868600
NC_045733.1	650000	700000	23973	48952	50000	0.9790400
NC_045733.1	700000	750000	22212	45726	50000	0.9145200
NC_045733.1	750000	800000	30092	45339	50000	0.9067800
NC_045733.1	800000	850000	41258	46633	50000	0.9326600
NC_045733.1	850000	900000	36440	42421	50000	0.8484200
NC_045733.1	900000	950000	49375	49752	50000	0.9950400
NC_045733.1	950000	1000000	50275	49658	50000	0.9931600
NC_045733.1	1000000	1050000	49802	49862	50000	0.9972400
NC_045733.1	1050000	1100000	49901	49554	50000	0.9910800
NC_045733.1	1100000	1150000	45198	47142	50000	0.9428400
NC_045733.1	1150000	1200000	49990	49577	50000	0.9915400
NC_045733.1	1200000	1250000	46582	48853	50000	0.9770600
NC_045733.1	1250000	1300000	49901	49773	50000	0.9954600
NC_045733.1	1300000	1350000	50290	49659	50000	0.9931800
NC_045733.1	1350000	1400000	48450	49254	50000	0.9850800
NC_045733.1	1400000	1450000	47826	49326	50000	0.9865200
NC_045733.1	1450000	1500000	46746	47523	50000	0.9504600
NC_045733.1	1500000	1550000	45010	48430	50000	0.9686000
NC_045733.1	1550000	1600000	46836	49314	50000	0.9862800
NC_045733.1	1600000	1650000	48066	49365	50000	0.9873000
NC_045733.1	1650000	1700000	49276	49081	50000	0.9816200
NC_045733.1	1700000	1750000	48086	49494	50000	0.9898800
NC_045733.1	1750000	1800000	46566	48553	50000	0.9710600
NC_045733.1	1800000	1850000	46878	49161	50000	0.9832200
NC_045733.1	1850000	1900000	45208	48776	50000	0.9755200
NC_045733.1	1900000	1950000	46919	47693	50000	0.9538600
NC_045733.1	1950000	2000000	47834	48324	50000	0.9664800
NC_045733.1	2000000	2050000	46465	47776	50000	0.9555200
NC_045733.1	2050000	2100000	49703	49779	50000	0.9955800
NC_045733.1	2100000	2150000	47895	48820	50000	0.9764000
NC_045733.1	2150000	2200000	46954	48787	50000	0.9757400
NC_045733.1	2200000	2250000	38870	42712	50000	0.8542400
NC_045733.1	2250000	2300000	44870	47844	50000	0.9568800
NC_045733.1	2300000	2350000	46518	48033	50000	0.9606600
NC_045733.1	2350000	2400000	45283	46747	50000	0.9349400
NC_045733.1	2400000	2450000	49607	49416	50000	0.9883200
NC_045733.1	2450000	2500000	45482	46753	50000	0.9350600
NC_045733.1	2500000	2550000	44995	46607	50000	0.9321400
NC_045733.1	2550000	2600000	49530	49394	50000	0.9878800
NC_045733.1	2600000	2650000	48697	49247	50000	0.9849400
NC_045733.1	2650000	2700000	48663	49096	50000	0.9819200
NC_045733.1	2700000	2750000	48252	48942	50000	0.9788400
NC_045733.1	2750000	2800000	48786	49469	50000	0.9893800
NC_045733.1	2800000	2850000	45379	48610	50000	0.9722000
NC_045733.1	2850000	2900000	47344	49250	50000	0.9850000
NC_045733.1	2900000	2950000	40396	44624	50000	0.8924800
NC_045733.1	2950000	3000000	49462	49587	50000	0.9917400
NC_045733.1	3000000	3050000	41961	46375	50000	0.9275000
NC_045733.1	3050000	3100000	47531	49167	50000	0.9833400
NC_045733.1	3100000	3150000	48402	49566	50000	0.9913200
NC_045733.1	3150000	3200000	41357	48765	50000	0.9753000
NC_045733.1	3200000	3250000	41221	48433	50000	0.9686600
NC_045733.1	3250000	3300000	47321	48114	50000	0.9622800
NC_045733.1	3300000	3350000	46807	49394	50000	0.9878800
NC_045733.1	3350000	3400000	44323	48737	50000	0.9747400
NC_045733.1	3400000	3450000	46671	48548	50000	0.9709600
NC_045733.1	3450000	3500000	47091	49447	50000	0.9889400
NC_045733.1	3500000	3550000	49908	49667	50000	0.9933400
NC_045733.1	3550000	3600000	46487	48032	50000	0.9606400
NC_045733.1	3600000	3650000	49936	49547	50000	0.9909400
NC_045733.1	3650000	3700000	47074	47827	50000	0.9565400
NC_045733.1	3700000	3750000	50189	49663	50000	0.9932600
NC_045733.1	3750000	3800000	48301	47921	50000	0.9584200
NC_045733.1	3800000	3850000	50997	49709	50000	0.9941800
NC_045733.1	3850000	3900000	47868	48471	50000	0.9694200
NC_045733.1	3900000	3950000	49800	49931	50000	0.9986200
NC_045733.1	3950000	4000000	35774	43131	50000	0.8626200
NC_045733.1	4000000	4050000	44883	47556	50000	0.9511200
NC_045733.1	4050000	4100000	48817	49640	50000	0.9928000
NC_045733.1	4100000	4150000	49717	49100	50000	0.9820000
NC_045733.1	4150000	4200000	49771	49747	50000	0.9949400
NC_045733.1	4200000	4250000	43732	44701	50000	0.8940200
NC_045733.1	4250000	4300000	49718	49387	50000	0.9877400
NC_045733.1	4300000	4350000	47885	49782	50000	0.9956400
NC_045733.1	4350000	4400000	48610	49607	50000	0.9921400
NC_045733.1	4400000	4450000	48822	49249	50000	0.9849800
NC_045733.1	4450000	4500000	45731	48848	50000	0.9769600
NC_045733.1	4500000	4550000	41683	45018	50000	0.9003600
NC_045733.1	4550000	4600000	43301	46624	50000	0.9324800
NC_045733.1	4600000	4650000	50576	49614	50000	0.9922800
NC_045733.1	4650000	4700000	46585	48054	50000	0.9610800
NC_045733.1	4700000	4750000	48509	48693	50000	0.9738600
NC_045733.1	4750000	4800000	45843	46624	50000	0.9324800
NC_045733.1	4800000	4850000	39583	41010	50000	0.8202000
NC_045733.1	4850000	4900000	43020	46399	50000	0.9279800
NC_045733.1	4900000	4950000	48530	49670	50000	0.9934000
NC_045733.1	4950000	5000000	45872	46602	50000	0.9320400
NC_045733.1	5000000	5050000	48552	49560	50000	0.9912000
NC_045733.1	5050000	5100000	42841	45348	50000	0.9069600
NC_045733.1	5100000	5150000	45232	47227	50000	0.9445400
NC_045733.1	5150000	5200000	50205	49857	50000	0.9971400
NC_045733.1	5200000	5250000	46421	48397	50000	0.9679400
NC_045733.1	5250000	5300000	49853	49812	50000	0.9962400
NC_045733.1	5300000	5350000	49321	49723	50000	0.9944600
NC_045733.1	5350000	5400000	44611	47021	50000	0.9404200
NC_045733.1	5400000	5450000	46967	48663	50000	0.9732600
NC_045733.1	5450000	5500000	47869	49305	50000	0.9861000
NC_045733.1	5500000	5550000	47833	49576	50000	0.9915200
NC_045733.1	5550000	5600000	50577	49690	50000	0.9938000
NC_045733.1	5600000	5650000	34087	47767	50000	0.9553400
NC_045733.1	5650000	5700000	49609	49670	50000	0.9934000
NC_045733.1	5700000	5750000	47520	48277	50000	0.9655400
NC_045733.1	5750000	5800000	50663	49730	50000	0.9946000
NC_045733.1	5800000	5850000	50675	49788	50000	0.9957600
NC_045733.1	5850000	5900000	45233	49061	50000	0.9812200
NC_045733.1	5900000	5950000	48923	49463	50000	0.9892600
NC_045733.1	5950000	6000000	40146	42307	50000	0.8461400
NC_045733.1	6000000	6050000	46665	49163	50000	0.9832600
NC_045733.1	6050000	6100000	48330	48837	50000	0.9767400
NC_045733.1	6100000	6150000	45363	48334	50000	0.9666800
NC_045733.1	6150000	6200000	48701	49609	50000	0.9921800
NC_045733.1	6200000	6250000	49682	49735	50000	0.9947000
NC_045733.1	6250000	6300000	46705	48231	50000	0.9646200
NC_045733.1	6300000	6350000	45250	46929	50000	0.9385800
NC_045733.1	6350000	6400000	49076	49402	50000	0.9880400
NC_045733.1	6400000	6450000	47671	47559	50000	0.9511800
NC_045733.1	6450000	6500000	50592	49738	50000	0.9947600
NC_045733.1	6500000	6550000	50094	49768	50000	0.9953600
NC_045733.1	6550000	6600000	49872	49794	50000	0.9958800
NC_045733.1	6600000	6650000	49980	49292	50000	0.9858400
NC_045733.1	6650000	6700000	49190	48286	50000	0.9657200
NC_045733.1	6700000	6750000	48821	49780	50000	0.9956000
NC_045733.1	6750000	6800000	47385	49150	50000	0.9830000
NC_045733.1	6800000	6850000	42924	48905	50000	0.9781000
NC_045733.1	6850000	6900000	49187	49002	50000	0.9800400
NC_045733.1	6900000	6950000	48178	48537	50000	0.9707400
NC_045733.1	6950000	7000000	49814	49493	50000	0.9898600
NC_045733.1	7000000	7050000	51030	49907	50000	0.9981400
NC_045733.1	7050000	7100000	44180	46148	50000	0.9229600
NC_045733.1	7100000	7150000	48139	49096	50000	0.9819200
NC_045733.1	7150000	7200000	47042	47543	50000	0.9508600
NC_045733.1	7200000	7250000	49486	49727	50000	0.9945400
NC_045733.1	7250000	7300000	45962	47307	50000	0.9461400
NC_045733.1	7300000	7350000	45989	49478	50000	0.9895600
NC_045733.1	7350000	7400000	42297	45751	50000	0.9150200
NC_045733.1	7400000	7450000	45303	49227	50000	0.9845400
NC_045733.1	7450000	7500000	50738	49902	50000	0.9980400
NC_045733.1	7500000	7550000	48906	49034	50000	0.9806800
NC_045733.1	7550000	7600000	48138	49594	50000	0.9918800
NC_045733.1	7600000	7650000	47315	49627	50000	0.9925400
NC_045733.1	7650000	7700000	50521	49786	50000	0.9957200
NC_045733.1	7700000	7750000	48116	48218	50000	0.9643600
NC_045733.1	7750000	7800000	49132	49311	50000	0.9862200
NC_045733.1	7800000	7850000	49480	49168	50000	0.9833600
NC_045733.1	7850000	7900000	48040	48874	50000	0.9774800
NC_045733.1	7900000	7950000	48330	48826	50000	0.9765200
NC_045733.1	7950000	8000000	49290	49828	50000	0.9965600
NC_045733.1	8000000	8050000	46600	48833	50000	0.9766600
NC_045733.1	8050000	8100000	49224	49940	50000	0.9988000
NC_045733.1	8100000	8150000	46124	46961	50000	0.9392200
NC_045733.1	8150000	8200000	43283	46577	50000	0.9315400
NC_045733.1	8200000	8250000	48450	48051	50000	0.9610200
NC_045733.1	8250000	8300000	44019	47363	50000	0.9472600
NC_045733.1	8300000	8350000	48736	49653	50000	0.9930600
NC_045733.1	8350000	8400000	47419	48965	50000	0.9793000
NC_045733.1	8400000	8450000	50379	49679	50000	0.9935800
NC_045733.1	8450000	8500000	51043	49887	50000	0.9977400
NC_045733.1	8500000	8550000	50697	49725	50000	0.9945000
NC_045733.1	8550000	8600000	50306	49772	50000	0.9954400
NC_045733.1	8600000	8650000	43343	48762	50000	0.9752400
NC_045733.1	8650000	8700000	47429	48170	50000	0.9634000
NC_045733.1	8700000	8750000	48323	49350	50000	0.9870000
NC_045733.1	8750000	8800000	48339	49528	50000	0.9905600
NC_045733.1	8800000	8850000	49330	49589	50000	0.9917800
NC_045733.1	8850000	8900000	48750	49569	50000	0.9913800
NC_045733.1	8900000	8950000	48813	48936	50000	0.9787200
NC_045733.1	8950000	9000000	46792	48888	50000	0.9777600
NC_045733.1	9000000	9050000	47372	48882	50000	0.9776400
NC_045733.1	9050000	9100000	50161	49644	50000	0.9928800
NC_045733.1	9100000	9150000	49667	49383	50000	0.9876600
NC_045733.1	9150000	9200000	45790	46993	50000	0.9398600
NC_045733.1	9200000	9250000	48914	49635	50000	0.9927000
NC_045733.1	9250000	9300000	47431	47708	50000	0.9541600
